Country,Day,Confirmed,Deaths
Iran,16,0,0
Iran,17,0,0
Iran,18,0,0
Iran,19,0,0
Iran,20,0,0
Iran,21,0,0
Iran,22,0,0
Iran,23,0,0
Iran,24,0,0
Iran,25,0,0
Iran,26,0,0
Iran,27,0,0
Iran,28,0,0
Iran,29,2,2
Iran,30,5,2
Iran,31,18,4
Iran,32,28,5
Iran,33,43,8
Iran,34,61,12
Iran,35,95,16
Iran,36,139,19
Iran,37,245,26
Iran,38,388,34
Iran,39,593,43
Iran,40,978,54
Iran,41,1501,66
Iran,42,2336,77
Iran,43,2922,92
Iran,44,3513,107
Iran,45,4747,124
Iran,46,5823,145
Iran,47,6566,194
Iran,48,7161,237
Iran,49,8042,291
Iran,50,9000,354
Iran,51,10075,429
Iran,52,11364,514
Iran,53,12729,611
Iran,54,13938,724
Iran,55,14991,853
Iran,56,16169,988
Iran,57,17361,1135
Iran,58,18407,1284
Iran,59,19644,1433
Iran,60,20610,1556
Iran,61,21638,1685
Iran,62,23049,1812
Iran,63,24811,1934
Iran,64,27017,2077
Iran,65,29406,2234
Iran,66,32332,2378
Iran,67,35408,2517
Iran,68,38309,2640
Iran,69,41495,2757
Iran,70,44605,2898
Iran,71,47593,3036
Iran,72,50468,3160
Iran,73,53183,3294
Iran,74,55743,3452
Iran,75,58226,3603
Iran,76,60500,3739
Iran,77,62589,3872
Iran,78,64586,3993
Iran,79,66220,4110
Iran,80,68192,4232
Iran,81,70029,4357
Iran,82,71686,4474
Iran,83,73303,4585
Iran,84,74877,4683
Iran,85,76389,4777
Iran,86,77995,4869
Iran,87,79494,4958
Iran,88,80868,5031
Iran,89,82211,5118
Iran,90,83505,5209
Iran,91,84802,5297
Iran,92,85996,5391
China,1,548,17
China,2,643,18
China,3,920,26
China,4,1406,42
China,5,2075,56
China,6,2877,82
China,7,5509,131
China,8,6087,133
China,9,8141,171
China,10,9802,213
China,11,11891,259
China,12,16630,361
China,13,19716,425
China,14,23707,491
China,15,27440,563
China,16,30587,633
China,17,34110,718
China,18,36814,805
China,19,39829,905
China,20,42354,1012
China,21,44386,1112
China,22,44759,1117
China,23,59895,1369
China,24,66358,1521
China,25,68413,1663
China,26,70513,1766
China,27,72434,1864
China,28,74211,2003
China,29,74619,2116
China,30,75077,2238
China,31,75550,2238
China,32,77001,2443
China,33,77022,2445
China,34,77241,2595
China,35,77754,2665
China,36,78166,2717
China,37,78600,2746
China,38,78928,2790
China,39,79356,2837
China,40,79932,2872
China,41,80136,2914
China,42,80261,2947
China,43,80386,2983
China,44,80537,3015
China,45,80690,3044
China,46,80770,3072
China,47,80823,3100
China,48,80860,3123
China,49,80887,3139
China,50,80921,3161
China,51,80932,3172
China,52,80945,3180
China,53,80977,3193
China,54,81003,3203
China,55,81033,3217
China,56,81058,3230
China,57,81102,3241
China,58,81156,3249
China,59,81250,3253
China,60,81305,3259
China,61,81435,3274
China,62,81498,3274
China,63,81591,3281
China,64,81661,3285
China,65,81782,3291
China,66,81897,3296
China,67,81999,3299
China,68,82122,3304
China,69,82198,3308
China,70,82279,3309
China,71,82361,3316
China,72,82432,3322
China,73,82511,3326
China,74,82543,3330
China,75,82602,3333
China,76,82665,3335
China,77,82718,3335
China,78,82809,3337
China,79,82883,3339
China,80,82941,3340
China,81,83014,3343
China,82,83134,3343
China,83,83213,3345
China,84,83306,3345
China,85,83356,3346
China,86,83403,3346
China,87,83760,4636
China,88,83787,4636
China,89,83805,4636
China,90,83817,4636
China,91,83853,4636
China,92,83868,4636
Russia,1,0,0
Russia,2,0,0
Russia,3,0,0
Russia,4,0,0
Russia,5,0,0
Russia,6,0,0
Russia,7,0,0
Russia,8,0,0
Russia,9,0,0
Russia,10,2,0
Russia,11,2,0
Russia,12,2,0
Russia,13,2,0
Russia,14,2,0
Russia,15,2,0
Russia,16,2,0
Russia,17,2,0
Russia,18,2,0
Russia,19,2,0
Russia,20,2,0
Russia,21,2,0
Russia,22,2,0
Russia,23,2,0
Russia,24,2,0
Russia,25,2,0
Russia,26,2,0
Russia,27,2,0
Russia,28,2,0
Russia,29,2,0
Russia,30,2,0
Russia,31,2,0
Russia,32,2,0
Russia,33,2,0
Russia,34,2,0
Russia,35,2,0
Russia,36,2,0
Russia,37,2,0
Russia,38,2,0
Russia,39,2,0
Russia,40,2,0
Russia,41,3,0
Russia,42,3,0
Russia,43,3,0
Russia,44,4,0
Russia,45,13,0
Russia,46,13,0
Russia,47,17,0
Russia,48,17,0
Russia,49,20,0
Russia,50,20,0
Russia,51,28,0
Russia,52,45,0
Russia,53,59,0
Russia,54,63,0
Russia,55,90,0
Russia,56,114,0
Russia,57,147,0
Russia,58,199,1
Russia,59,253,1
Russia,60,306,1
Russia,61,367,1
Russia,62,438,1
Russia,63,495,1
Russia,64,658,3
Russia,65,840,3
Russia,66,1036,4
Russia,67,1264,4
Russia,68,1534,8
Russia,69,1836,9
Russia,70,2337,17
Russia,71,2777,24
Russia,72,3548,30
Russia,73,4149,34
Russia,74,4731,43
Russia,75,5389,45
Russia,76,6343,47
Russia,77,7497,58
Russia,78,8672,63
Russia,79,10131,76
Russia,80,11917,94
Russia,81,13584,106
Russia,82,15770,130
Russia,83,18328,148
Russia,84,21102,170
Russia,85,24490,198
Russia,86,27938,232
Russia,87,32008,273
Russia,88,36793,313
Russia,89,42853,361
Russia,90,47121,405
Russia,91,52763,456
Russia,92,57999,513
Brazil,1,0,0
Brazil,2,0,0
Brazil,3,0,0
Brazil,4,0,0
Brazil,5,0,0
Brazil,6,0,0
Brazil,7,0,0
Brazil,8,0,0
Brazil,9,0,0
Brazil,10,0,0
Brazil,11,0,0
Brazil,12,0,0
Brazil,13,0,0
Brazil,14,0,0
Brazil,15,0,0
Brazil,16,0,0
Brazil,17,0,0
Brazil,18,0,0
Brazil,19,0,0
Brazil,20,0,0
Brazil,21,0,0
Brazil,22,0,0
Brazil,23,0,0
Brazil,24,0,0
Brazil,25,0,0
Brazil,26,0,0
Brazil,27,0,0
Brazil,28,0,0
Brazil,29,0,0
Brazil,30,0,0
Brazil,31,0,0
Brazil,32,0,0
Brazil,33,0,0
Brazil,34,0,0
Brazil,35,0,0
Brazil,36,1,0
Brazil,37,1,0
Brazil,38,1,0
Brazil,39,2,0
Brazil,40,2,0
Brazil,41,2,0
Brazil,42,2,0
Brazil,43,4,0
Brazil,44,4,0
Brazil,45,13,0
Brazil,46,13,0
Brazil,47,20,0
Brazil,48,25,0
Brazil,49,31,0
Brazil,50,38,0
Brazil,51,52,0
Brazil,52,151,0
Brazil,53,151,0
Brazil,54,162,0
Brazil,55,200,0
Brazil,56,321,1
Brazil,57,372,3
Brazil,58,621,6
Brazil,59,793,11
Brazil,60,1021,15
Brazil,61,1546,25
Brazil,62,1924,34
Brazil,63,2247,46
Brazil,64,2554,59
Brazil,65,2985,77
Brazil,66,3417,92
Brazil,67,3904,111
Brazil,68,4256,136
Brazil,69,4579,159
Brazil,70,5717,201
Brazil,71,6836,240
Brazil,72,8044,324
Brazil,73,9056,359
Brazil,74,10360,445
Brazil,75,11130,486
Brazil,76,12161,564
Brazil,77,14034,686
Brazil,78,16170,819
Brazil,79,18092,950
Brazil,80,19638,1057
Brazil,81,20727,1124
Brazil,82,22192,1223
Brazil,83,23430,1328
Brazil,84,25262,1532
Brazil,85,28320,1736
Brazil,86,30425,1924
Brazil,87,33682,2141
Brazil,88,36658,2354
Brazil,89,38654,2462
Brazil,90,40743,2587
Brazil,91,43079,2741
Brazil,92,45757,2906
Belgium,1,0,0
Belgium,2,0,0
Belgium,3,0,0
Belgium,4,0,0
Belgium,5,0,0
Belgium,6,0,0
Belgium,7,0,0
Belgium,8,0,0
Belgium,9,0,0
Belgium,10,0,0
Belgium,11,0,0
Belgium,12,0,0
Belgium,13,0,0
Belgium,14,1,0
Belgium,15,1,0
Belgium,16,1,0
Belgium,17,1,0
Belgium,18,1,0
Belgium,19,1,0
Belgium,20,1,0
Belgium,21,1,0
Belgium,22,1,0
Belgium,23,1,0
Belgium,24,1,0
Belgium,25,1,0
Belgium,26,1,0
Belgium,27,1,0
Belgium,28,1,0
Belgium,29,1,0
Belgium,30,1,0
Belgium,31,1,0
Belgium,32,1,0
Belgium,33,1,0
Belgium,34,1,0
Belgium,35,1,0
Belgium,36,1,0
Belgium,37,1,0
Belgium,38,1,0
Belgium,39,1,0
Belgium,40,2,0
Belgium,41,8,0
Belgium,42,13,0
Belgium,43,23,0
Belgium,44,50,0
Belgium,45,109,0
Belgium,46,169,0
Belgium,47,200,0
Belgium,48,239,0
Belgium,49,267,0
Belgium,50,314,3
Belgium,51,314,3
Belgium,52,559,3
Belgium,53,689,4
Belgium,54,886,4
Belgium,55,1058,5
Belgium,56,1243,10
Belgium,57,1486,14
Belgium,58,1795,21
Belgium,59,2257,37
Belgium,60,2815,67
Belgium,61,3401,75
Belgium,62,3743,88
Belgium,63,4269,122
Belgium,64,4937,178
Belgium,65,6235,220
Belgium,66,7284,289
Belgium,67,9134,353
Belgium,68,10836,431
Belgium,69,11899,513
Belgium,70,12775,705
Belgium,71,13964,828
Belgium,72,15348,1011
Belgium,73,16770,1143
Belgium,74,18431,1283
Belgium,75,19691,1447
Belgium,76,20814,1632
Belgium,77,22194,2035
Belgium,78,23403,2240
Belgium,79,24983,2523
Belgium,80,26667,3019
Belgium,81,28018,3346
Belgium,82,29647,3600
Belgium,83,30589,3903
Belgium,84,31119,4157
Belgium,85,33573,4440
Belgium,86,34809,4857
Belgium,87,36138,5163
Belgium,88,37183,5453
Belgium,89,38496,5683
Belgium,90,39983,5828
Belgium,91,40956,5998
Belgium,92,41889,6262
Canada,1,0,0
Canada,2,0,0
Canada,3,0,0
Canada,4,0,0
Canada,5,1,0
Canada,6,1,0
Canada,7,2,0
Canada,8,2,0
Canada,9,2,0
Canada,10,4,0
Canada,11,4,0
Canada,12,4,0
Canada,13,4,0
Canada,14,4,0
Canada,15,5,0
Canada,16,5,0
Canada,17,7,0
Canada,18,7,0
Canada,19,7,0
Canada,20,7,0
Canada,21,7,0
Canada,22,7,0
Canada,23,7,0
Canada,24,7,0
Canada,25,7,0
Canada,26,7,0
Canada,27,8,0
Canada,28,8,0
Canada,29,8,0
Canada,30,8,0
Canada,31,9,0
Canada,32,9,0
Canada,33,9,0
Canada,34,10,0
Canada,35,11,0
Canada,36,11,0
Canada,37,13,0
Canada,38,14,0
Canada,39,20,0
Canada,40,24,0
Canada,41,27,0
Canada,42,30,0
Canada,43,33,0
Canada,44,37,0
Canada,45,49,0
Canada,46,54,0
Canada,47,64,0
Canada,48,77,1
Canada,49,79,1
Canada,50,108,1
Canada,51,117,1
Canada,52,193,1
Canada,53,198,1
Canada,54,252,1
Canada,55,415,4
Canada,56,478,5
Canada,57,657,8
Canada,58,800,9
Canada,59,943,12
Canada,60,1277,19
Canada,61,1469,21
Canada,62,2088,25
Canada,63,2790,26
Canada,64,3251,30
Canada,65,4042,38
Canada,66,4682,54
Canada,67,5576,61
Canada,68,6280,64
Canada,69,7398,80
Canada,70,8527,101
Canada,71,9560,109
Canada,72,11284,139
Canada,73,12437,179
Canada,74,12978,218
Canada,75,15756,259
Canada,76,16563,339
Canada,77,17872,375
Canada,78,19141,407
Canada,79,20654,503
Canada,80,22059,557
Canada,81,23316,654
Canada,82,24298,714
Canada,83,25679,779
Canada,84,27034,899
Canada,85,28208,1006
Canada,86,30808,1257
Canada,87,32813,1354
Canada,88,34355,1399
Canada,89,35632,1563
Canada,90,37657,1725
Canada,91,39401,1908
Canada,92,41648,2075
Netherlands,1,0,0
Netherlands,2,0,0
Netherlands,3,0,0
Netherlands,4,0,0
Netherlands,5,0,0
Netherlands,6,0,0
Netherlands,7,0,0
Netherlands,8,0,0
Netherlands,9,0,0
Netherlands,10,0,0
Netherlands,11,0,0
Netherlands,12,0,0
Netherlands,13,0,0
Netherlands,14,0,0
Netherlands,15,0,0
Netherlands,16,0,0
Netherlands,17,0,0
Netherlands,18,0,0
Netherlands,19,0,0
Netherlands,20,0,0
Netherlands,21,0,0
Netherlands,22,0,0
Netherlands,23,0,0
Netherlands,24,0,0
Netherlands,25,0,0
Netherlands,26,0,0
Netherlands,27,0,0
Netherlands,28,0,0
Netherlands,29,0,0
Netherlands,30,0,0
Netherlands,31,0,0
Netherlands,32,0,0
Netherlands,33,0,0
Netherlands,34,0,0
Netherlands,35,0,0
Netherlands,36,0,0
Netherlands,37,1,0
Netherlands,38,1,0
Netherlands,39,6,0
Netherlands,40,10,0
Netherlands,41,18,0
Netherlands,42,24,0
Netherlands,43,38,0
Netherlands,44,82,0
Netherlands,45,128,1
Netherlands,46,188,1
Netherlands,47,265,3
Netherlands,48,321,3
Netherlands,49,382,4
Netherlands,50,503,5
Netherlands,51,503,5
Netherlands,52,806,10
Netherlands,53,962,12
Netherlands,54,1138,20
Netherlands,55,1416,24
Netherlands,56,1711,43
Netherlands,57,2058,58
Netherlands,58,2467,77
Netherlands,59,3003,107
Netherlands,60,3640,137
Netherlands,61,4217,180
Netherlands,62,4764,214
Netherlands,63,5580,277
Netherlands,64,6438,357
Netherlands,65,7468,435
Netherlands,66,8647,547
Netherlands,67,9819,640
Netherlands,68,10930,772
Netherlands,69,11817,865
Netherlands,70,12667,1040
Netherlands,71,13696,1175
Netherlands,72,14788,1341
Netherlands,73,15821,1490
Netherlands,74,16727,1656
Netherlands,75,17953,1771
Netherlands,76,18926,1874
Netherlands,77,19709,2108
Netherlands,78,20682,2255
Netherlands,79,21903,2403
